Fight_ID,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_profit_on_a_100_credit_winnin_bet,Blue_profit_on_a_100_credit_winnin_bet
765,Magomed Ankalaev,Marcin Prachnio,-560,430,Red,Kyle Nelson,Matt Sayles,165,-190,Blue,165,52.63157895
766,Adam Yandiev,Jordan Johnson,240,-280,Blue,Arjan Bhullar,Juan Adams,115,-135,Red,115,74.07407407
767,Ramazan Emeev,Stefan Sekulic,-680,490,Red,Mitch Gagnon,Cole Smith,-120,100,Blue,83.33333333,100
768,Merab Dvalishvili,Terrion Ware,-550,425,Red,Jacare Souza,Jack Hermansson,-225,185,Blue,44.44444444,185
769,Tyron Woodley,Darren Till,-105,-115,Red,Greg Hardy,Dmitrii Smoliakov,-290,245,Red,34.48275862,245
770,Jessica Andrade,Karolina Kowalkiewicz,-450,360,Red,Alex Oliveira,Mike Perry,-165,145,Blue,60.60606061,145
771,Zabit Magomedsharipov,Brandon Davis,-1375,900,Red,Glover Teixeira,Ion Cutelaba,-120,100,Red,83.33333333,100
772,Jimmie Rivera,John Dodson,-150,130,Red,John Lineker,Cory Sandhagen,-155,135,Blue,64.51612903,135
773,Abdul Razak Alhassan,Niko Price,-110,-110,Red,Roosevelt Roberts,Thomas Gifford,-470,375,Red,21.27659574,375
774,Carla Esparza,Tatiana Suarez,335,-420,Blue,Ben Saunders,Takashi Sato,190,-230,Blue,190,43.47826087
775,Aljamain Sterling,Cody Stamann,-170,150,Red,Andrei Arlovski,Augusto Sakai,145,-165,Blue,145,60.60606061
776,Geoff Neal,Frank Camacho,-210,175,Red,Carla Esparza,Virna Jandiroba,-130,110,Red,76.92307692,110
777,Charles Byrd,Darren Stewart,-170,150,Blue,Gilbert Burns,Mike Davis,-245,205,Red,40.81632653,205
778,Diego Sanchez,Craig White,175,-210,Red,Jim Miller,Jason Gonzalez,-115,105,Red,86.95652174,105
779,Jim Miller,Alex White,155,-175,Red,Angela Hill,Jodie Esquibel,-610,455,Red,16.39344262,455
780,Irene Aldana,Lucie Pudilova,-110,-110,Red,Court McGee,Dhiego Lima,-150,130,Blue,66.66666667,130
781,Roberto Sanchez,Jarred Brooks,175,-190,Blue,Alistair Overeem,Aleksei Oleinik,-245,205,Red,40.81632653,205
782,Justin Gaethje,James Vick,120,-140,Red,Islam Makhachev,Arman Tsarukyan,-320,260,Red,31.25,260
783,Michael Johnson,Andre Fili,100,-120,Red,Sergei Pavlovich,Marcelo Golm,-300,250,Red,33.33333333,250
784,Cortney Casey,Angela Hill,115,-135,Red,Roxanne Modafferi,Antonina Shevchenko,270,-330,Red,270,30.3030303
785,Jake Ellenberger,Bryan Barberena,335,-420,Blue,Krzysztof Jotko,Alen Amedovski,-230,190,Red,43.47826087,190
786,John Moraga,Deiveson Figueiredo,150,-170,Blue,Movsar Evloev,Seungwoo Choi,-440,350,Red,22.72727273,350
787,Eryk Anders,Tim Williams,-1200,775,Red,Sultan Aliev,Keita Nakamura,-110,-110,Red,90.90909091,90.90909091
788,James Krause,Warlley Alves,270,-330,Red,Alexander Yakovlev,Alex Da Silva,-150,130,Red,66.66666667,130
789,Cory Sandhagen,Iuri Alcantara,-200,170,Red,Marcin Tybura,Shamil Abdurakhimov,-135,115,Blue,74.07407407,115
790,Andrew Sanchez,Markus Perez,-140,120,Red,Gadzhimurad Antigulov,Michal Oleksiejczuk,180,-220,Blue,180,45.45454545
791,Mickey Gall,George Sullivan,-325,295,Red,Magomed Mustafaev,Rafael Fiziev,120,-140,Red,120,71.42857143
792,Joanne Calderwood,Kalindra Faria,-185,160,Red,Max Holloway,Dustin Poirier,-220,180,Blue,45.45454545,180
793,Drew Dober,Jon Tuck,-240,200,Red,Kelvin Gastelum,Israel Adesanya,150,-170,Blue,150,58.82352941
794,Rani Yahya,Luke Sanders,-105,-115,Red,Eryk Anders,Khalil Rountree Jr.,-185,160,Blue,54.05405405,160
795,TJ Dillashaw,Cody Garbrandt,-125,105,Red,Alan Jouban,Dwight Grant,110,-130,Blue,110,76.92307692
796,Demetrious Johnson,Henry Cejudo,-470,375,Blue,Ovince Saint Preux,Nikita Krylov,115,-135,Blue,115,74.07407407
797,Cub Swanson,Renato Moicano,250,-300,Blue,Jalin Turner,Matt Frevola,-165,145,Blue,60.60606061,145
798,Polyana Viana,JJ Aldrich,-155,135,Blue,Wilson Reis,Alexandre Pantoja,150,-170,Blue,150,58.82352941
799,Thiago Santos,Kevin Holland,-340,280,Red,Max Griffin,Zelim Imadaev,110,-130,Red,110,76.92307692
800,Pedro Munhoz,Brett Johns,-210,175,Red,Boston Salmon,Khalid Taha,-175,155,Blue,57.14285714,155
801,Ricky Simon,Montel Jackson,105,-125,Red,Curtis Millender,Belal Muhammad,135,-155,Blue,135,64.51612903
802,Ricardo Ramos,Kyung Ho Kang,-275,235,Red,Montel Jackson,Andre Soukhamthath,-600,450,Red,16.66666667,450
803,Matt Sayles,Sheymon Moraes,-140,120,Blue,Lauren Mueller,Poliana Botelho,145,-165,Blue,145,60.60606061
804,Alex Perez,Jose Torres,-120,100,Red,Brandon Davis,Randy Costa,-190,165,Red,52.63157895,165
805,Danielle Taylor,Weili Zhang,260,-320,Blue,Edson Barboza,Justin Gaethje,-120,100,Blue,83.33333333,100
806,Marlon Vera,Wuliji Buren,-470,375,Red,David Branch,Jack Hermansson,130,-150,Blue,130,66.66666667
807,Eddie Alvarez,Dustin Poirier,135,-155,Blue,Josh Emmett,Michael Johnson,130,-150,Red,130,66.66666667
808,Jose Aldo,Jeremy Stephens,100,-120,Red,Karolina Kowalkiewicz,Michelle Waterson,-160,140,Blue,62.5,140
809,Joanna Jedrzejczyk,Tecia Torres,-320,260,Red,Kennedy Nzechukwu,Paul Craig,-185,160,Blue,54.05405405,160
810,Alexander Hernandez,Olivier Aubin-Mercier,-110,-110,Red,Sodiq Yusuff,Sheymon Moraes,-145,125,Red,68.96551724,125
811,Jordan Mein,Alex Morono,-150,130,Red,Marina Rodriguez,Jessica Aguilar,-350,290,Red,28.57142857,290
812,Hakeem Dawodu,Austin Arnett,-470,375,Red,Ross Pearson,Desmond Green,450,-600,Blue,450,16.66666667
813,Kajan Johnson,Islam Makhachev,450,-600,Blue,Enrique Barzola,Kevin Aguilar,-125,105,Blue,80,105
814,Gadzhimurad Antigulov,Ion Cutelaba,115,-135,Blue,Kevin Holland,Gerald Meerschaert,-225,185,Red,44.44444444,185
815,John Makdessi,Ross Pearson,-235,195,Red,Ray Borg,Casey Kenney,-230,190,Blue,43.47826087,190
816,Alexis Davis,Katlyn Chookagian,140,-160,Blue,Sabina Mazo,Maryna Moroz,-165,145,Blue,60.60606061,145
817,Dustin Ortiz,Matheus Nicolau,170,-200,Red,Alex Perez,Mark De La Rosa,-365,328,Red,27.39726027,328
818,Randa Markos,Nina Ansaroff,120,-140,Blue,Stephen Thompson,Anthony Pettis,-430,345,Blue,23.25581395,345
819,Devin Powell,Alvaro Herrera,-105,-115,Red,Curtis Blaydes,Justin Willis,-275,235,Red,36.36363636,235
820,Mauricio Rua,Anthony Smith,-150,130,Blue,John Makdessi,Jesus Pinedo,-300,250,Red,33.33333333,250
821,Glover Teixeira,Corey Anderson,-120,100,Blue,Jussier Formiga,Deiveson Figueiredo,150,-170,Red,150,58.82352941
822,Vitor Miranda,Abu Azaitar,175,-210,Blue,Luis Pena,Steven Peterson,-225,185,Red,44.44444444,185
823,Marcin Tybura,Stefan Struve,-190,165,Red,Maycee Barber,JJ Aldrich,-275,235,Red,36.36363636,235
824,Danny Roberts,David Zawada,-210,175,Red,Bryce Mitchell,Bobby Moffett,130,-150,Red,130,66.66666667
825,Nasrat Haqparast,Marc Diakiese,140,-160,Red,Marlon Vera,Frankie Saenz,-170,150,Red,58.82352941,150
826,Nick Hein,Damir Hadzovic,-150,130,Blue,Alexis Davis,Jennifer Maia,-145,125,Blue,68.96551724,125
827,Emil Meek,Bartosz Fabinski,-140,120,Blue,Randa Markos,Angela Hill,135,-155,Red,135,64.51612903
828,Khalid Taha,Nad Narimani,180,-220,Blue,Ryan MacDonald,Chris Gutierrez,260,-320,Blue,260,31.25
829,Justin Ledet,Aleksandar Rakic,-105,-115,Blue,Eric Shelton,Jordan Espinosa,-130,110,Blue,76.92307692,110
830,Davey Grant,Manny Bermudez,260,-320,Blue,Darren Till,Jorge Masvidal,-225,185,Blue,44.44444444,185
831,Jeremy Kimball,Darko Stosic,190,-230,Blue,Leon Edwards,Gunnar Nelson,-140,120,Red,71.42857143,120
832,Damian Stasiak,Liu Pingyuan,-125,105,Blue,Volkan Oezdemir,Dominick Reyes,220,-260,Blue,220,38.46153846
833,Junior Dos Santos,Blagoy Ivanov,-190,165,Red,Nathaniel Wood,Jose Quinonez,-335,275,Red,29.85074627,275
834,Sage Northcutt,Zak Ottow,-125,-105,Red,Danny Roberts,Claudio Silva,130,-150,Blue,130,66.66666667
835,Dennis Bermudez,Rick Glenn,-185,160,Blue,Jack Marshman,John Phillips,-135,115,Red,74.07407407,115
836,Randy Brown,Niko Price,-130,110,Blue,Arnold Allen,Jordan Rinaldi,-150,130,Red,66.66666667,130
837,Myles Jury,Chad Mendes,100,-120,Blue,Marc Diakiese,Joe Duffy,165,-190,Red,165,52.63157895
838,Cat Zingano,Marion Reneau,-110,-110,Red,Nicolae Negumereanu,Saparbeg Safarov,-170,150,Blue,58.82352941,150
839,Eddie Wineland,Alejandro Perez,155,-175,Blue,Danny Henry,Dan Ige,130,-140,Blue,130,71.42857143
840,Darren Elkins,Alexander Volkanovski,180,-220,Blue,Molly McCann,Priscila Cachoeira,-175,155,Red,57.14285714,155
841,Justin Scoggins,Said Nurmagomedov,-105,-115,Blue,Mike Grundy,Nad Narimani,310,-340,Red,310,29.41176471
842,Kurt Holobaugh,Raoni Barcelos,-165,145,Blue,Derrick Lewis,Junior Dos Santos,200,-240,Blue,200,41.66666667
843,Liz Carmouche,Jennifer Maia,-115,-105,Red,Elizeu Zaleski dos Santos,Curtis Millender,100,-120,Red,100,83.33333333
844,Mark De La Rosa,Elias Garcia,115,-135,Red,Tim Means,Niko Price,-210,175,Blue,47.61904762,175
845,Jessica Aguilar,Jodie Esquibel,150,-170,Red,Blagoy Ivanov,Ben Rothwell,100,-120,Red,100,83.33333333
846,Stipe Miocic,Daniel Cormier,-160,140,Blue,Beneil Dariush,Drew Dober,-220,180,Red,45.45454545,180
847,Francis Ngannou,Derrick Lewis,-310,255,Blue,Tim Boetsch,Omari Akhmedov,135,-155,Blue,135,64.51612903
848,Paul Felder,Mike Perry,-170,150,Blue,Anthony Rocco Martin,Sergio Moraes,-240,200,Red,41.66666667,200
849,Michael Chiesa,Anthony Pettis,-175,155,Blue,Marion Reneau,Yana Kunitskaya,195,-235,Blue,195,42.55319149
850,Gokhan Saki,Khalil Rountree Jr.,-160,140,Blue,Grant Dawson,Julian Erosa,-200,170,Red,50,170
851,Uriah Hall,Paulo Costa,245,-290,Blue,Maurice Greene,Jeff Hughes,215,-255,Red,215,39.21568627
852,Raphael Assuncao,Rob Font,-140,120,Red,Louis Smolka,Matt Schnell,-130,110,Blue,76.92307692,110
853,Lando Vannata,Drakkar Klose,-200,170,Blue,Alex Morono,Zak Ottow,-175,155,Red,57.14285714,155
854,Curtis Millender,Max Griffin,-170,150,Red,Alex White,Dan Moret,-135,115,Red,74.07407407,115
855,Dan Hooker,Gilbert Burns,-115,-105,Red,Jon Jones,Anthony Smith,-800,550,Red,12.5,550
856,Jamie Moyle,Emily Whitmire,-185,160,Blue,Tyron Woodley,Kamaru Usman,-190,165,Blue,52.63157895,165
857,Brad Tavares,Israel Adesanya,-105,-115,Blue,Robbie Lawler,Ben Askren,240,-280,Blue,240,35.71428571
858,Michael Trizano,Joe Giannetti,130,-150,Red,Tecia Torres,Weili Zhang,125,-145,Blue,125,68.96551724
859,Jay Cucciniello,Brad Katona,220,-260,Blue,Cody Garbrandt,Pedro Munhoz,-160,140,Blue,62.5,140
860,Alex Caceres,Martin Bravo,-130,110,Red,Jeremy Stephens,Zabit Magomedsharipov,260,-320,Blue,260,31.25
861,Roxanne Modafferi,Barb Honchak,130,-150,Red,Misha Cirkunov,Johnny Walker,155,-175,Blue,155,57.14285714
862,Alessio Di Chirico,Julian Marquez,115,-135,Red,Cody Stamann,Alejandro Perez,-170,150,Red,58.82352941,150
863,Montana De La Rosa,Rachael Ostovich,-145,125,Red,Diego Sanchez,Mickey Gall,200,-240,Red,200,41.66666667
864,Luis Pena,Richie Smullen,-380,315,Red,Edmen Shahbazyan,Charles Byrd,-150,130,Red,66.66666667,130
865,John Gunther,Allan Zuniga,-130,110,Red,Gina Mazany,Macy Chiasson,415,-525,Blue,415,19.04761905
866,Tyler Diamond,Bryce Mitchell,120,-140,Blue,Polyana Viana,Hannah Cifers,-280,240,Blue,35.71428571,240
867,Matt Bessette,Steven Peterson,-125,105,Blue,Jan Blachowicz,Thiago Santos,110,-130,Blue,110,76.92307692
868,Gerald Meerschaert,Oskar Piechota,180,-220,Red,Stefan Struve,Marcos Rogerio de Lima,-115,-105,Red,86.95652174,95.23809524
869,Donald Cerrone,Leon Edwards,215,-255,Blue,Gian Villante,Michal Oleksiejczuk,180,-220,Blue,180,45.45454545
870,Ovince Saint Preux,Tyson Pedro,125,-145,Red,Liz Carmouche,Lucie Pudilova,-155,135,Red,64.51612903,135
871,Jessica-Rose Clark,Jessica Eye,-165,145,Blue,John Dodson,Petr Yan,225,-265,Blue,225,37.73584906
872,Li Jingliang,Daichi Abe,-245,205,Red,Magomed Ankalaev,Klidson Abreu,-210,175,Red,47.61904762,175
873,Teruto Ishihara,Petr Yan,450,-600,Blue,Dwight Grant,Carlo Pedersoli,140,-160,Red,140,62.5
874,Felipe Arantes,Song Yadong,-105,-115,Blue,Daniel Teymur,Chris Fishgold,205,-245,Blue,205,40.81632653
875,Rolando Dy,Shane Young,145,-165,Blue,Veronica Macedo,Gillian Robertson,158,-180,Blue,158,55.55555556
876,Song Kenan,Hector Aldana,-290,245,Red,Damir Hadzovic,Polo Reyes,-325,265,Red,30.76923077,265
877,Shinsho Anzai,Jake Matthews,450,-600,Blue,Michel Prazeres,Ismail Naurdiev,-470,375,Blue,21.27659574,375
878,Viviane Pereira,Yan Xiaonan,-165,145,Blue,Rustam Khabilov,Diego Ferreira,-140,120,Blue,71.42857143,120
879,Matt Schnell,Naoki Inoue,165,-190,Red,Damir Ismagulov,Joel Alvarez,-325,265,Red,30.76923077,265
880,Jenel Lausa,Ulka Sasaki,200,-240,Blue,Francis Ngannou,Cain Velasquez,175,-210,Red,175,47.61904762
881,Ji Yeon Kim,Melinda Fabian,-170,150,Red,James Vick,Paul Felder,-120,100,Blue,83.33333333,100
882,Robert Whittaker,Yoel Romero,-275,235,Red,Cortney Casey,Cynthia Calvillo,295,-355,Blue,295,28.16901408
883,Rafael Dos Anjos,Colby Covington,115,-135,Blue,Alex Caceres,Kron Gracie,245,-290,Blue,245,34.48275862
884,Holly Holm,Megan Anderson,-145,125,Red,Vicente Luque,Bryan Barberena,-470,375,Red,21.27659574,375
885,Andrei Arlovski,Tai Tuivasa,190,-230,Blue,Andre Fili,Myles Jury,130,-150,Red,130,66.66666667
886,CM Punk,Mike Jackson,165,-190,Blue,Jimmie Rivera,Aljamain Sterling,-135,115,Blue,74.07407407,115
887,Alistair Overeem,Curtis Blaydes,170,-200,Blue,Benito Lopez,Manny Bermudez,170,-200,Blue,170,50
888,Claudia Gadelha,Carla Esparza,-270,230,Red,Ashlee Evans-Smith,Andrea Lee,160,-185,Blue,160,54.05405405
889,Ricardo Lamas,Mirsad Bektic,205,-245,Blue,Scott Holtzman,Nik Lentz,-160,140,Blue,62.5,140
890,Rashad Coulter,Chris de la Rocha,-115,-105,Blue,Renan Barao,Luke Sanders,130,-150,Blue,130,66.66666667
891,Rashad Evans,Anthony Smith,188,-205,Blue,Alexandra Albu,Emily Whitmire,-110,-110,Blue,90.90909091,90.90909091
892,Joseph Benavidez,Sergio Pettis,-200,170,Blue,Israel Adesanya,Anderson Silva,-515,410,Red,19.41747573,410
893,Clay Guida,Charles Oliveira,120,-140,Blue,Lando Vannata,Marcos Mariano,-450,360,Red,22.22222222,360
894,Mike Santiago,Dan Ige,-110,-110,Blue,Rani Yahya,Ricky Simon,-115,-105,Blue,86.95652174,95.23809524
895,Jimmie Rivera,Marlon Moraes,-120,100,Blue,Montana De La Rosa,Nadia Kassem,-250,210,Red,40,210
896,Gregor Gillespie,Vinc Pichel,-400,325,Red,Jimmy Crute,Sam Alvey,-145,125,Red,68.96551724,125
897,Walt Harris,Daniel Spitz,-220,180,Red,Devonte Smith,Dong Hyun Ma,-270,230,Red,37.03703704,230
898,Jake Ellenberger,Ben Saunders,-160,140,Blue,Shane Young,Austin Arnett,-380,315,Red,26.31578947,315
899,Julio Arce,Daniel Teymur,-185,160,Red,Kai Kara-France,Raulian Paiva,-265,220,Red,37.73584906,220
900,Gian Villante,Sam Alvey,135,-155,Blue,Teruto Ishihara,Kyung Ho Kang,290,-350,Blue,290,28.57142857
901,Sijara Eubanks,Lauren Murphy,-210,175,Red,Callan Potter,Jalin Turner,190,-230,Blue,190,43.47826087
902,Nik Lentz,David Teymur,250,-300,Blue,Wuliji Buren,Jonathan Martinez,105,-125,Blue,105,80
903,Belal Muhammad,Chance Rencountre,-450,360,Red,Raphael Assuncao,Marlon Moraes,130,-150,Blue,130,66.66666667
904,Desmond Green,Gleison Tibau,-1200,600,Red,Jose Aldo,Renato Moicano,-110,-110,Red,90.90909091,90.90909091
905,Johnny Eduardo,Nathaniel Wood,205,-245,Blue,Demian Maia,Lyman Good,-200,170,Red,50,170
906,Jarred Brooks,Jose Torres,125,-145,Blue,Charles Oliveira,David Teymur,-120,100,Red,83.33333333,100
907,Stephen Thompson,Darren Till,-150,130,Blue,Johnny Walker,Justin Ledet,-235,195,Red,42.55319149,195
908,Neil Magny,Craig White,-750,525,Red,Livinha Souza,Sarah Frota,-230,190,Red,43.47826087,190
909,Arnold Allen,Mads Burnell,-245,205,Red,Markus Perez,Anthony Hernandez,115,-135,Red,115,74.07407407
910,Jason Knight,Makwan Amirkhani,-170,150,Blue,Mara Romero Borella,Taila Santos,185,-225,Red,185,44.44444444
911,Claudio Silva,Nordine Taleb,325,-400,Red,Thiago Alves,Max Griffin,160,-185,Red,160,54.05405405
912,Eric Spicely,Darren Stewart,-160,140,Blue,Junior Albini,Jairzinho Rozenstruik,-145,125,Blue,68.96551724,125
913,Daniel Kelly,Tom Breese,315,-380,Blue,Geraldo de Freitas,Felipe Colares,-130,110,Red,76.92307692,110
914,Lina Lansberg,Gina Mazany,140,-160,Red,Ricardo Ramos,Said Nurmagomedov,-170,150,Blue,58.82352941,150
915,Bradley Scott,Carlo Pedersoli,120,-140,Blue,Magomed Bibulatov,Rogerio Bontorin,-290,245,Blue,34.48275862,245
916,Gillian Robertson,Molly McCann,135,-155,Red,Henry Cejudo,TJ Dillashaw,185,-225,Red,185,44.44444444
917,Elias Theodorou,Trevor Smith,-390,320,Red,Greg Hardy,Allen Crowder,-450,360,Blue,22.22222222,360
918,Demian Maia,Kamaru Usman,415,-525,Blue,Gregor Gillespie,Yancy Medeiros,-470,375,Red,21.27659574,375
919,Alexa Grasso,Tatiana Suarez,425,-550,Blue,Joseph Benavidez,Dustin Ortiz,-240,200,Red,41.66666667,200
920,Jared Cannonier,Dominick Reyes,180,-220,Blue,Paige VanZant,Rachael Ostovich,-175,155,Red,57.14285714,155
921,Diego Rivas,Guido Cannetti,-175,155,Blue,Glover Teixeira,Karl Roberson,-110,-110,Red,90.90909091,90.90909091
922,Veronica Macedo,Andrea Lee,280,-340,Blue,Alexander Hernandez,Donald Cerrone,-220,180,Blue,45.45454545,180
923,Vicente Luque,Chad Laprise,-235,195,Red,Joanne Calderwood,Ariane Lipski,215,-255,Red,215,39.21568627
924,Zak Cummings,Michel Prazeres,-190,165,Blue,Alonzo Menifield,Vinicius Moreira,-290,245,Red,34.48275862,245
925,Brandon Moreno,Alexandre Pantoja,-110,-110,Blue,Cory Sandhagen,Mario Bautista,-525,415,Red,19.04761905,415
926,Poliana Botelho,Syuri Kondo,-174,164,Red,Dennis Bermudez,Te Edwards,105,-125,Red,105,80
927,Gabriel Benitez,Humberto Bandenay,-155,145,Red,Belal Muhammad,Geoff Neal,170,-200,Blue,170,50
928,Enrique Barzola,Brandon Davis,-235,195,Red,Kyle Stewart,Chance Rencountre,-165,145,Blue,60.60606061,145
929,Henry Briones,Frankie Saenz,280,-340,Blue,Jon Jones,Alexander Gustafsson,-290,245,Red,34.48275862,245
930,Claudio Puelles,Felipe Silva,265,-325,Red,Cris Cyborg,Amanda Nunes,-210,175,Blue,47.61904762,175
931,Amanda Nunes,Raquel Pennington,-700,500,Red,Carlos Condit,Michael Chiesa,-105,-115,Blue,95.23809524,86.95652174
932,Jacare Souza,Kelvin Gastelum,-115,-105,Blue,Ilir Latifi,Corey Anderson,-130,110,Blue,76.92307692,110
933,Mackenzie Dern,Amanda Cooper,-260,220,Red,Chad Mendes,Alexander Volkanovski,-140,120,Blue,71.42857143,120
934,John Lineker,Brian Kelleher,-265,225,Red,Cat Zingano,Megan Anderson,-130,120,Blue,76.92307692,120
935,Vitor Belfort,Lyoto Machida,165,-190,Blue,Douglas Silva de Andrade,Petr Yan,290,-350,Blue,290,28.57142857
936,Cezar Ferreira,Karl Roberson,-150,130,Red,BJ Penn,Ryan Hall,365,-460,Blue,365,21.73913043
937,Aleksei Oleinik,Junior Albini,135,-145,Red,Nathaniel Wood,Andre Ewell,-120,100,Red,83.33333333,100
938,Davi Ramos,Nick Hein,-185,160,Red,Uriah Hall,Bevon Lewis,150,-170,Red,150,58.82352941
939,Elizeu Zaleski dos Santos,Sean Strickland,100,-120,Red,Curtis Millender,Siyar Bahadurzada,-150,130,Red,66.66666667,130
940,Warlley Alves,Sultan Aliev,-280,240,Red,Brian Kelleher,Montel Jackson,155,-175,Blue,155,57.14285714
941,Thales Leites,Jack Hermansson,110,-130,Blue,Kevin Lee,Al Iaquinta,-335,275,Blue,29.85074627,275
942,Alberto Mina,Ramazan Emeev,150,-170,Blue,Edson Barboza,Dan Hooker,-105,-115,Red,95.23809524,86.95652174
943,Markus Perez,James Bochnovic,-300,250,Red,Rob Font,Sergio Pettis,-165,145,Red,60.60606061,145
944,Edson Barboza,Kevin Lee,145,-165,Blue,Jim Miller,Charles Oliveira,255,-310,Blue,255,32.25806452
945,Frankie Edgar,Cub Swanson,-275,235,Red,Zak Ottow,Dwight Grant,230,-270,Red,230,37.03703704
946,Justin Willis,Chase Sherman,-290,245,Red,Bobby Green,Drakkar Klose,210,-250,Blue,210,40
947,David Branch,Thiago Santos,140,-160,Red,Jared Gordon,Joaquim Silva,-115,-105,Blue,86.95652174,95.23809524
948,Aljamain Sterling,Brett Johns,-115,-105,Red,Gerald Meerschaert,Jack Hermansson,130,-150,Blue,130,66.66666667
949,Jim Miller,Dan Hooker,250,-300,Blue,Trevor Smith,Zak Cummings,270,-330,Blue,270,30.3030303
950,Ryan LaFlare,Alex Garcia,-150,130,Red,Dan Ige,Jordan Griffin,-165,145,Red,60.60606061,145
951,Merab Dvalishvili,Ricky Simon,-110,-110,Blue,Adam Milstead,Mike Rodriguez,-110,-110,Blue,90.90909091,90.90909091
952,Siyar Bahadurzada,Luan Chagas,150,-170,Red,Chris de la Rocha,Juan Adams,375,-470,Blue,375,21.27659574
953,Corey Anderson,Patrick Cummins,-165,145,Red,Max Holloway,Brian Ortega,-110,-110,Red,90.90909091,90.90909091
954,Anthony Rocco Martin,Keita Nakamura,-200,170,Red,Valentina Shevchenko,Joanna Jedrzejczyk,-300,250,Red,33.33333333,250
955,Dustin Poirier,Justin Gaethje,-125,105,Red,Alex Oliveira,Gunnar Nelson,135,-155,Blue,135,64.51612903
956,Carlos Condit,Alex Oliveira,155,-175,Blue,Hakeem Dawodu,Kyle Bochniak,-200,170,Red,50,170
957,Israel Adesanya,Marvin Vettori,-245,205,Red,Jimi Manuwa,Thiago Santos,160,-185,Blue,160,54.05405405
958,Michelle Waterson,Cortney Casey,145,-165,Red,Claudia Gadelha,Nina Ansaroff,-310,255,Blue,32.25806452,255
959,Tim Boetsch,Antonio Carlos Junior,220,-260,Blue,Olivier Aubin-Mercier,Gilbert Burns,-135,115,Blue,74.07407407,115
960,Muslim Salikhov,Ricky Rainey,-210,175,Red,Katlyn Chookagian,Jessica Eye,-235,195,Blue,42.55319149,195
961,Wilson Reis,John Moraga,-120,100,Blue,Elias Theodorou,Eryk Anders,-125,105,Red,80,105
962,Krzysztof Jotko,Brad Tavares,-130,110,Blue,Brad Katona,Matthew Lopez,-160,140,Red,62.5,140
963,Gilbert Burns,Dan Moret,-640,470,Red,Chad Laprise,Dhiego Lima,-400,325,Blue,25,325
964,Shana Dobson,Lauren Mueller,140,-160,Blue,Diego Ferreira,Kyle Nelson,-550,425,Red,18.18181818,425
965,Dhiego Lima,Yushin Okami,105,-125,Blue,Devin Clark,Aleksandar Rakic,435,-570,Blue,435,17.54385965
966,Arjan Bhullar,Adam Wieczorek,-325,265,Blue,Junior Dos Santos,Tai Tuivasa,-160,140,Red,62.5,140
967,Matthew Lopez,Alejandro Perez,-110,-110,Blue,Mauricio Rua,Tyson Pedro,415,-525,Red,415,19.04761905
968,Luke Sanders,Patrick Williams,-430,345,Red,Mark Hunt,Justin Willis,-110,-110,Blue,90.90909091,90.90909091
969,Khabib Nurmagomedov,Al Iaquinta,-640,470,Red,Jake Matthews,Anthony Rocco Martin,-150,130,Blue,66.66666667,130
970,Rose Namajunas,Joanna Jedrzejczyk,-110,-110,Red,Suman Mokhtarian,Sodiq Yusuff,450,-600,Blue,450,16.66666667
971,Renato Moicano,Calvin Kattar,-115,-105,Red,Jimmy Crute,Paul Craig,-290,245,Red,34.48275862,245
972,Zabit Magomedsharipov,Kyle Bochniak,-700,500,Red,Yushin Okami,Aleksei Kunchenko,250,-300,Blue,250,33.33333333
973,Joe Lauzon,Chris Gruetzemacher,-145,125,Blue,Wilson Reis,Ben Nguyen,125,-145,Red,125,68.96551724
974,Karolina Kowalkiewicz,Felice Herrig,-190,165,Red,Keita Nakamura,Salim Touahri,-155,135,Red,64.51612903,135
975,Evan Dunham,Olivier Aubin-Mercier,-140,120,Blue,Elias Garcia,Kai Kara-France,300,-360,Blue,300,27.77777778
976,Bec Rawlings,Ashlee Evans-Smith,170,-200,Blue,Mizuto Hirota,Christos Giagos,310,-370,Blue,310,27.02702703
977,Devin Clark,Mike Rodriguez,-105,-115,Red,Alex Gorgees,Damir Ismagulov,425,-550,Blue,425,18.18181818
